,gold,bitcoin,cpi,oil
,close,close,close,close
date,,,,
2015-02-23,1202.8,238.8,26.72,49.45
2015-02-24,1199.3,238.9,26.71,49.28
2015-02-25,1203.5,237.3,26.74,50.99
2015-02-26,1212.3,236.5,26.75,48.17
2015-02-27,1215.4,253.5,26.72,49.76
2015-03-02,1210.6,273.8,26.72,49.59
2015-03-03,1207.0,280.6,26.73,50.52
2015-03-04,1203.5,271.9,26.7,51.53
2015-03-05,1198.8,275.2,26.68,50.76
2015-03-06,1167.0,272.6,26.68,49.61
2015-03-09,1169.3,290.0,26.59,50.0
2015-03-10,1162.7,291.4,26.62,50.07
2015-03-11,1153.0,295.6,26.54,50.02
2015-03-12,1154.3,293.9,26.54,49.13
2015-03-13,1154.7,287.2,26.59,47.06
2015-03-16,1155.4,290.4,26.56,46.13
2015-03-17,1150.4,285.4,26.62,45.19
2015-03-18,1153.4,255.9,26.61,46.65
2015-03-19,1171.2,260.9,26.7,45.53
2015-03-20,1186.9,261.8,26.66,46.57
2015-03-23,1189.9,265.5,26.74,47.45
2015-03-24,1193.6,246.7,26.74,47.51
2015-03-25,1199.6,246.4,26.73,49.21
2015-03-26,1207.3,248.0,26.67,51.43
2015-03-27,1202.4,247.2,26.63,48.87
2015-03-30,1187.0,246.8,26.66,48.68
2015-03-31,1184.9,244.1,26.68,47.6
2015-04-01,1209.9,246.2,26.65,50.09
2015-04-02,1202.6,252.6,26.65,49.14
2015-04-06,1220.3,255.0,26.67,52.14
2015-04-07,1212.3,253.0,26.71,53.98
2015-04-08,1204.7,244.6,26.68,50.42
2015-04-09,1195.2,243.3,26.71,50.79
2015-04-10,1206.4,234.7,26.67,53.51
2015-04-13,1201.1,223.6,26.67,53.74
2015-04-14,1194.4,218.0,26.66,54.87
2015-04-15,1203.1,223.0,26.7,57.69
2015-04-16,1199.8,228.0,26.72,58.11
2015-04-17,1205.0,222.6,26.73,57.32
2015-04-20,1195.5,224.2,26.69,57.88
2015-04-21,1204.9,233.7,26.71,56.61
2015-04-22,1188.7,233.8,26.71,56.16
2015-04-23,1196.2,235.4,26.74,57.74
2015-04-24,1176.8,231.1,26.76,57.15
2015-04-27,1205.0,229.0,26.79,56.99
2015-04-28,1215.8,225.8,26.78,57.06
2015-04-29,1210.5,225.4,26.79,58.58
2015-04-30,1182.9,235.8,26.76,59.63
2015-05-01,1175.0,233.2,26.7,59.15
2015-05-04,1187.3,239.0,26.69,58.93
2015-05-05,1193.7,235.8,26.69,60.4
2015-05-06,1190.8,230.0,26.63,60.93
2015-05-07,1182.7,237.7,26.62,58.94
2015-05-08,1189.4,243.7,26.66,59.39
2015-05-11,1183.5,241.8,26.76,60.29
2015-05-12,1192.9,241.6,26.73,61.74
2015-05-13,1218.7,236.4,26.74,61.49
2015-05-14,1225.7,236.9,26.74,60.84
2015-05-15,1225.8,237.2,26.8,60.54
2015-05-18,1228.1,232.6,26.82,60.24
2015-05-19,1207.2,232.0,26.81,57.99
2015-05-20,1209.2,234.0,26.77,58.98
2015-05-21,1204.6,235.4,26.77,60.72
2015-05-22,1204.4,240.4,26.81,59.72
2015-05-26,1187.3,237.8,26.76,58.03
2015-05-27,1186.0,237.3,26.71,57.51
2015-05-28,1188.4,237.3,26.75,57.68
2015-05-29,1189.6,237.0,26.74,60.3
2015-06-01,1188.4,223.1,26.7,60.2
2015-06-02,1194.1,225.7,26.7,61.26
2015-06-03,1184.6,225.6,26.7,59.64
2015-06-04,1174.9,224.2,26.68,58.0
2015-06-05,1167.8,225.3,26.67,59.13
2015-06-08,1173.3,228.6,26.62,58.14
2015-06-09,1177.3,229.6,26.61,60.14
2015-06-10,1201.9,228.8,26.6,61.43
2015-06-11,1179.9,229.9,26.67,61.22
2015-06-12,1178.8,230.5,26.7,60.4
2015-06-15,1185.3,237.0,26.68,60.0
2015-06-16,1180.5,249.8,26.67,60.45
2015-06-17,1176.4,247.4,26.71,60.33
2015-06-18,1201.5,248.4,26.76,60.82
2015-06-19,1201.5,244.1,26.81,59.97
2015-06-22,1183.7,247.5,26.8,60.38
2015-06-23,1176.2,243.8,26.77,61.01
2015-06-24,1172.6,240.6,26.75,60.27
2015-06-25,1171.5,242.6,26.72,59.7
2015-06-26,1172.9,242.9,26.7,59.63
2015-06-29,1178.5,257.0,26.69,58.33
2015-06-30,1171.5,264.1,26.62,59.47
2015-07-01,1169.0,257.6,26.62,56.96
2015-07-02,1163.0,254.9,26.64,56.93
2015-07-06,1172.9,269.1,26.64,52.53
2015-07-07,1152.4,266.2,26.65,52.33
2015-07-08,1163.3,268.6,26.67,51.65
2015-07-09,1159.7,269.1,26.6,53.23
2015-07-10,1158.4,283.6,26.59,53.22
2015-07-13,1155.9,290.4,26.65,52.71
2015-07-14,1154.0,287.0,26.68,53.48
2015-07-15,1147.9,283.4,26.73,51.79
2015-07-16,1144.3,276.6,26.73,51.24
2015-07-17,1132.2,279.6,26.77,51.21
2015-07-20,1107.1,277.7,26.77,50.44
2015-07-21,1103.7,275.1,26.75,50.86
2015-07-22,1091.7,276.5,26.75,49.19
2015-07-23,1094.2,275.5,26.74,48.45
2015-07-24,1085.7,288.4,26.7,48.14
2015-07-27,1096.6,293.0,26.66,47.39
2015-07-28,1096.3,293.7,26.65,47.98
2015-07-29,1092.8,288.4,26.69,48.79
2015-07-30,1088.4,287.0,26.71,48.52
2015-07-31,1094.8,283.7,26.72,47.12
2015-08-03,1089.2,281.6,26.74,45.17
2015-08-04,1090.5,284.3,26.73,45.74
2015-08-05,1085.3,281.7,26.71,45.15
2015-08-06,1089.8,278.0,26.71,44.66
2015-08-07,1093.8,277.9,26.67,43.87
2015-08-10,1104.2,263.3,26.67,44.96
2015-08-11,1107.8,269.0,26.71,43.08
2015-08-12,1123.2,267.7,26.7,44.01
2015-08-13,1115.2,263.4,26.7,42.98
2015-08-14,1112.4,265.0,26.69,43.11
2015-08-17,1118.1,257.1,26.71,42.41
2015-08-18,1116.4,246.7,26.75,43.12
2015-08-19,1127.1,226.0,26.74,41.27
2015-08-20,1152.2,234.7,26.71,41.32
2015-08-21,1158.6,232.4,26.62,40.45
2015-08-24,1152.5,211.4,26.52,38.24
2015-08-25,1137.2,220.5,26.34,39.31
2015-08-26,1124.7,225.0,26.25,38.6
2015-08-27,1122.4,222.7,26.34,42.56
2015-08-28,1143.9,231.6,26.42,45.22
2015-08-31,1142.4,229.5,26.42,49.2
2015-09-01,1149.2,227.2,26.35,45.41
2015-09-02,1142.9,228.6,26.24,46.25
2015-09-03,1133.3,226.2,26.3,46.75
2015-09-04,1130.3,230.3,26.3,46.05
2015-09-08,1129.7,243.2,26.22,45.94
2015-09-09,1110.5,237.4,26.34,44.15
2015-09-10,1117.8,238.1,26.28,46.44
2015-09-11,1111.9,239.9,26.31,45.16
2015-09-14,1116.2,229.9,26.35,44.43
2015-09-15,1111.0,229.5,26.34,45.0
2015-09-16,1127.5,228.6,26.35,47.51
2015-09-17,1125.8,232.7,26.42,47.2
2015-09-18,1145.7,232.2,26.46,45.02
2015-09-21,1140.8,226.3,26.41,46.96
2015-09-22,1132.6,230.0,26.42,46.36
2015-09-23,1139.3,229.9,26.34,44.48
2015-09-24,1161.3,233.8,26.33,44.91
2015-09-25,1153.2,235.0,26.3,45.7
2015-09-28,1139.2,238.9,26.28,44.43
2015-09-29,1134.2,236.7,26.16,45.23
2015-09-30,1122.3,235.9,26.17,45.09
2015-10-01,1120.8,237.1,26.24,44.74
2015-10-02,1143.0,236.7,26.26,45.54
2015-10-05,1144.1,240.1,26.34,46.26
2015-10-06,1152.8,246.1,26.43,48.53
2015-10-07,1155.1,243.0,26.42,47.81
2015-10-08,1150.8,242.6,26.49,49.43
2015-10-09,1162.8,244.0,26.54,50.14
2015-10-12,1171.5,245.4,26.53,47.61
2015-10-13,1172.3,248.8,26.55,47.15
2015-10-14,1186.2,252.3,26.49,47.16
2015-10-15,1193.8,254.4,26.49,46.87
2015-10-16,1189.6,262.9,26.57,47.72
2015-10-19,1179.3,263.8,26.59,46.28
2015-10-20,1183.9,269.8,26.62,46.29
2015-10-21,1173.2,267.1,26.61,45.2
2015-10-22,1172.0,274.4,26.55,45.38
2015-10-23,1168.8,276.9,26.63,44.6
2015-10-26,1172.3,285.1,26.65,43.98
2015-10-27,1171.8,294.7,26.63,43.2
2015-10-28,1182.4,303.5,26.6,45.94
2015-10-29,1154.0,313.6,26.68,46.06
2015-10-30,1148.0,327.1,26.66,46.59
2015-11-02,1142.7,359.3,26.63,46.14
2015-11-03,1120.9,396.5,26.73,47.9
2015-11-04,1113.2,400.9,26.74,46.32
2015-11-05,1111.4,382.7,26.71,45.2
2015-11-06,1095.6,369.8,26.7,44.29
2015-11-09,1096.2,380.2,26.66,43.87
2015-11-10,1096.4,336.7,26.59,44.21
2015-11-11,1092.4,304.7,26.62,44.2
2015-11-12,1088.3,333.9,26.6,43.03
2015-11-13,1088.3,333.8,26.52,42.0
2015-11-16,1091.0,330.2,26.45,42.79
2015-11-17,1075.8,333.9,26.53,41.71
2015-11-18,1075.8,335.9,26.52,41.95
2015-11-19,1084.8,325.0,26.6,41.72
2015-11-20,1083.0,321.1,26.6,41.9
2015-11-23,1073.5,322.1,26.62,41.75
2015-11-24,1080.3,318.4,26.61,42.87
2015-11-25,1077.0,327.5,26.6,43.04
2015-11-27,1063.4,359.5,26.62,41.71
2015-11-30,1072.8,378.0,26.63,41.65
2015-12-01,1070.9,361.8,26.61,41.85
2015-12-02,1061.2,360.0,26.67,39.94
2015-12-03,1068.8,360.3,26.58,41.08
2015-12-04,1091.5,361.7,26.52,39.97
2015-12-07,1082.5,394.3,26.61,37.65
2015-12-08,1082.6,410.7,26.57,37.51
2015-12-09,1083.7,416.0,26.54,37.16
2015-12-10,1079.1,415.5,26.53,36.76
2015-12-11,1082.7,449.8,26.52,37.25
2015-12-14,1070.3,442.0,26.48,37.6
2015-12-15,1068.6,462.6,26.47,38.51
2015-12-16,1084.1,454.0,26.5,36.75
2015-12-17,1056.9,455.5,26.57,36.27
2015-12-18,1072.3,463.2,26.51,36.06
2015-12-21,1088.2,437.6,26.46,35.81
2015-12-22,1081.7,437.0,26.48,36.14
2015-12-23,1075.7,442.4,26.49,37.5
2015-12-24,1083.4,453.0,26.54,38.1
2015-12-28,1075.6,421.8,26.55,36.81
2015-12-29,1075.4,431.9,26.54,37.87
2015-12-30,1067.1,427.1,26.56,36.6
2015-12-31,1067.3,430.0,26.53,37.04
2016-01-04,1082.2,433.3,26.48,36.76
2016-01-05,1085.3,431.2,26.43,35.97
2016-01-06,1098.8,430.8,26.46,33.97
2016-01-07,1114.5,457.0,26.42,33.27
2016-01-08,1104.3,452.9,26.34,33.16
2016-01-11,1101.7,447.7,26.29,32.52
2016-01-12,1090.3,445.0,26.29,31.52
2016-01-13,1092.3,432.2,26.3,31.39
2016-01-14,1078.2,429.1,26.23,32.11
2016-01-15,1094.8,372.3,26.25,30.39
2016-01-19,1093.1,379.5,26.18,29.57
2016-01-20,1109.8,414.6,26.18,28.35
2016-01-21,1101.6,410.2,26.13,29.53
2016-01-22,1100.3,382.6,26.15,32.19
2016-01-25,1105.5,392.8,26.23,30.34
2016-01-26,1120.3,389.8,26.18,31.45
2016-01-27,1116.0,395.0,26.27,32.3
2016-01-28,1115.6,379.7,26.2,33.22
2016-01-29,1116.5,380.3,26.22,33.62
2016-02-01,1128.0,372.2,26.32,31.62
2016-02-02,1127.2,373.9,26.34,29.88
2016-02-03,1141.2,368.0,26.29,32.28
2016-02-04,1157.2,390.6,26.34,31.72
2016-02-05,1157.4,386.5,26.35,30.89
2016-02-08,1197.6,372.6,26.35,29.69
2016-02-09,1198.4,375.3,26.19,27.94
2016-02-10,1194.3,381.9,26.18,27.45
2016-02-11,1247.5,379.5,26.21,28.83
2016-02-12,1239.0,384.0,26.16,31.91
2016-02-16,1207.7,406.4,26.21,30.97
2016-02-17,1210.9,417.1,26.21,32.98
2016-02-18,1225.8,421.4,26.24,32.93
2016-02-19,1230.3,420.0,26.31,31.75
2016-02-22,1209.7,437.8,26.32,33.39
2016-02-23,1226.5,419.9,26.34,31.87
2016-02-24,1243.2,422.7,26.28,32.15
2016-02-25,1243.1,423.5,26.3,33.07
2016-02-26,1224.9,427.3,26.36,32.78
2016-02-29,1239.2,436.2,26.35,33.75
2016-03-01,1235.8,434.0,26.32,34.4
2016-03-02,1247.0,425.4,26.42,34.66
2016-03-03,1264.0,419.6,26.45,34.57
2016-03-04,1276.8,409.5,26.48,35.92
2016-03-07,1270.3,414.9,26.49,37.9
2016-03-08,1269.3,411.9,26.5,36.5
2016-03-09,1263.7,412.8,26.45,40.07
2016-03-10,1279.3,415.8,26.47,39.4
2016-03-11,1266.3,419.1,26.46,40.09
2016-03-14,1252.2,414.3,26.53,38.84
2016-03-15,1237.9,415.1,26.53,38.08
2016-03-16,1236.9,415.9,26.51,40.0
2016-03-17,1271.7,418.2,26.56,41.66
2016-03-18,1260.8,408.2,26.56,41.14
2016-03-21,1251.4,411.1,26.62,41.52
2016-03-22,1256.7,416.2,26.59,41.45
2016-03-23,1231.9,417.0,26.56,39.79
2016-03-24,1230.3,414.7,26.48,39.46
2016-03-28,1228.8,422.2,26.49,39.39
2016-03-29,1244.4,415.0,26.52,38.28
2016-03-30,1235.4,412.4,26.68,38.32
2016-03-31,1242.2,415.7,26.69,38.34
2016-04-01,1230.1,415.6,26.7,36.79
2016-04-04,1225.9,419.3,26.71,35.7
2016-04-05,1236.1,422.1,26.69,35.89
2016-04-06,1230.4,421.3,26.62,37.75
2016-04-07,1236.7,420.1,26.68,37.26
2016-04-08,1243.1,417.7,26.6,39.72
2016-04-11,1257.3,421.4,26.63,41.75
2016-04-12,1260.1,424.7,26.62,43.5
2016-04-13,1247.5,423.5,26.68,43.01
2016-04-14,1225.7,424.0,26.76,42.67
2016-04-15,1233.7,428.7,26.74,41.71
2016-04-18,1234.0,427.7,26.76,41.19
2016-04-19,1253.3,434.9,26.81,42.47
2016-04-20,1262.9,441.2,26.82,44.18
2016-04-21,1258.9,449.3,26.8,43.18
2016-04-22,1238.4,445.3,26.75,43.73
2016-04-25,1248.6,461.7,26.78,42.64
2016-04-26,1251.9,466.0,26.77,44.04
2016-04-27,1259.1,447.0,26.79,45.33
2016-04-28,1275.1,448.5,26.81,46.03
2016-04-29,1299.9,455.0,26.77,45.92
2016-05-02,1305.7,444.2,26.73,44.78
2016-05-03,1301.4,450.3,26.78,43.65
2016-05-04,1283.9,445.8,26.74,43.78
2016-05-05,1281.8,448.1,26.72,44.32
2016-05-06,1304.0,459.6,26.72,44.66
2016-05-09,1276.7,460.4,26.76,43.44
2016-05-10,1275.1,449.4,26.78,44.66
2016-05-11,1286.3,452.5,26.83,47.01
2016-05-12,1281.5,454.4,26.75,47.45
2016-05-13,1283.1,455.4,26.75,46.9
2016-05-16,1284.9,454.9,26.7,48.42
2016-05-17,1287.8,453.3,26.76,48.99
2016-05-18,1285.9,454.2,26.68,48.78
2016-05-19,1266.7,442.7,26.66,48.67
2016-05-20,1265.8,442.1,26.63,48.41
2016-05-23,1264.8,443.7,26.65,48.08
2016-05-24,1241.9,446.1,26.65,48.62
2016-05-25,1236.4,449.8,26.69,49.56
2016-05-26,1232.5,453.3,26.71,49.48
2016-05-27,1226.5,474.0,26.72,49.33
2016-05-31,1227.9,528.9,26.73,49.1
2016-06-01,1225.2,537.4,26.73,49.01
2016-06-02,1223.0,537.1,26.73,49.17
2016-06-03,1252.9,567.0,26.75,48.62
2016-06-06,1257.6,583.6,26.76,49.69
2016-06-07,1257.1,575.6,26.77,50.36
2016-06-08,1272.7,580.5,26.78,51.23
2016-06-09,1283.4,574.7,26.8,50.56
2016-06-10,1287.0,577.9,26.8,49.07
2016-06-13,1298.1,700.1,26.77,49.52
2016-06-14,1299.3,685.1,26.76,49.06
2016-06-15,1299.7,690.8,26.75,48.5
2016-06-16,1310.2,761.2,26.76,46.74
2016-06-17,1306.8,743.9,26.78,48.56
2016-06-20,1304.2,734.0,26.76,49.96
2016-06-21,1284.5,667.4,26.77,49.85
2016-06-22,1282.0,590.6,26.77,49.13
2016-06-23,1274.9,620.8,26.77,50.11
2016-06-24,1334.2,656.9,26.8,47.64
2016-06-27,1336.6,644.7,26.72,46.33
2016-06-28,1330.3,644.9,26.69,47.85
2016-06-29,1339.3,636.5,26.75,49.88
2016-06-30,1332.9,670.0,26.8,48.33
2016-07-01,1351.7,674.6,26.86,48.99
2016-07-05,1371.6,663.7,26.87,46.6
2016-07-06,1380.2,672.7,26.87,47.43
2016-07-07,1375.2,635.3,26.88,45.14
2016-07-08,1371.7,662.8,26.87,45.41
2016-07-11,1370.2,646.7,26.93,45.52
2016-07-12,1349.1,670.6,26.93,47.57
2016-07-13,1357.3,661.2,26.94,45.44
2016-07-14,1345.8,657.3,26.95,46.42
2016-07-15,1341.1,664.2,26.95,46.65
2016-07-18,1343.0,670.4,26.94,45.94
2016-07-19,1346.2,671.1,26.95,45.45
2016-07-20,1333.3,664.4,26.95,45.75
2016-07-21,1345.3,664.6,26.96,44.75
2016-07-22,1325.3,651.1,26.96,44.19
2016-07-25,1321.3,654.0,26.97,43.13
2016-07-26,1322.5,654.4,26.96,42.92
2016-07-27,1328.6,654.5,26.96,41.92
2016-07-28,1334.6,654.1,26.97,41.14
2016-07-29,1350.3,655.4,26.97,41.6
2016-08-01,1352.8,607.0,27.0,40.06
2016-08-02,1365.7,513.4,26.99,39.51
2016-08-03,1357.0,566.4,26.95,40.83
2016-08-04,1359.7,576.2,26.96,41.93
2016-08-05,1352.6,574.7,26.97,41.8
2016-08-08,1349.5,589.2,26.97,43.02
2016-08-09,1354.9,585.3,26.98,42.77
2016-08-10,1360.1,590.9,26.99,41.71
2016-08-11,1358.1,587.8,26.99,44.23
2016-08-12,1351.2,587.1,26.99,45.18
2016-08-15,1355.2,567.0,26.99,46.4
2016-08-16,1364.4,580.2,27.0,47.22
2016-08-17,1356.1,572.3,26.97,47.52
2016-08-18,1364.5,573.4,26.98,48.89
2016-08-19,1353.5,574.6,26.99,49.11
2016-08-22,1350.7,587.5,26.97,47.41
2016-08-23,1353.4,583.6,26.98,48.1
2016-08-24,1336.3,579.7,26.99,46.77
2016-08-25,1330.6,578.0,26.97,47.33
2016-08-26,1331.5,579.4,26.96,47.64
2016-08-29,1332.7,574.2,26.94,46.98
2016-08-30,1322.4,577.3,26.98,46.35
2016-08-31,1317.2,573.9,26.97,44.7
2016-09-01,1322.9,572.0,26.96,43.16
2016-09-02,1332.4,575.3,26.96,44.44
2016-09-06,1360.0,610.4,26.98,44.83
2016-09-07,1355.5,613.2,27.01,45.5
2016-09-08,1347.9,625.6,27.01,47.62
2016-09-09,1340.8,623.2,26.98,45.88
2016-09-12,1331.9,608.0,26.87,46.84
2016-09-13,1330.2,608.6,26.92,45.48
2016-09-14,1332.8,609.5,26.85,44.15
2016-09-15,1324.6,608.1,26.85,44.52
2016-09-16,1316.8,607.8,26.89,43.62
2016-09-19,1324.3,609.8,26.88,43.86
2016-09-20,1324.6,609.2,26.88,44.05
2016-09-21,1338.0,597.2,26.89,45.34
2016-09-22,1351.5,595.6,26.94,46.32
2016-09-23,1348.4,602.9,26.99,44.48
2016-09-26,1351.1,606.5,26.98,45.93
2016-09-27,1337.3,605.5,26.97,44.67
2016-09-28,1330.7,604.7,26.97,47.05
2016-09-29,1333.1,604.7,27.0,47.83
2016-09-30,1324.2,608.1,26.95,48.24
2016-10-03,1319.7,611.6,26.96,48.81
2016-10-04,1276.3,609.0,26.92,48.69
2016-10-05,1275.3,611.8,26.88,49.83
2016-10-06,1259.6,611.0,26.86,50.44
2016-10-07,1258.5,616.0,26.85,49.81
2016-10-10,1267.3,617.3,26.85,51.35
2016-10-11,1262.7,640.5,26.86,51.24
2016-10-12,1260.7,636.0,26.82,50.64
2016-10-13,1264.9,635.6,26.84,50.85
2016-10-14,1262.9,637.9,26.84,50.75
2016-10-17,1264.2,637.4,26.83,50.37
2016-10-18,1270.6,635.3,26.83,50.62
2016-10-19,1277.6,629.1,26.86,51.82
2016-10-20,1275.2,628.3,26.87,50.63
2016-10-21,1275.1,630.5,26.85,50.85
2016-10-24,1270.4,650.5,26.85,50.52
2016-10-25,1280.5,651.0,26.86,49.96
2016-10-26,1273.5,674.7,26.85,49.18
2016-10-27,1276.5,682.3,26.81,49.72
2016-10-28,1283.8,686.2,26.73,48.7
2016-10-31,1280.3,698.7,26.73,46.86
2016-11-01,1295.3,726.8,26.78,46.67
2016-11-02,1315.5,733.5,26.71,45.34
2016-11-03,1310.8,684.9,26.66,44.66
2016-11-04,1312.2,702.1,26.63,44.07
2016-11-07,1286.9,705.4,26.66,44.89
2016-11-08,1281.9,710.9,26.74,44.98
2016-11-09,1280.8,721.4,26.76,45.27
2016-11-10,1272.8,714.6,26.71,45.36
2016-11-11,1229.6,715.0,26.67,44.15
2016-11-14,1227.0,704.6,26.67,43.94
2016-11-15,1230.2,711.1,26.71,46.39
2016-11-16,1229.8,740.3,26.71,46.1
2016-11-17,1222.4,737.5,26.7,45.98
2016-11-18,1214.4,747.0,26.69,46.36
2016-11-21,1215.5,736.2,26.67,48.24
2016-11-22,1217.0,749.3,26.69,48.03
2016-11-23,1195.4,741.1,26.74,47.96
2016-11-25,1184.1,740.4,26.72,46.06
2016-11-28,1197.0,733.3,26.75,47.08
2016-11-29,1194.0,732.6,26.76,45.23
2016-11-30,1202.7,742.5,26.8,49.44
2016-12-01,1197.9,752.6,26.74,51.06
2016-12-02,1206.6,770.9,26.68,51.68
2016-12-05,1205.8,754.3,26.72,51.79
2016-12-06,1199.1,758.2,26.75,50.93
2016-12-07,1206.6,765.6,26.78,49.77
2016-12-08,1202.4,768.5,26.88,50.84
2016-12-09,1191.9,770.5,26.89,51.5
2016-12-12,1196.1,778.5,26.89,53.75
2016-12-13,1189.3,778.7,26.9,53.94
2016-12-14,1194.0,776.5,26.92,52.09
2016-12-15,1162.1,775.2,26.81,51.97
2016-12-16,1169.9,782.0,26.81,52.95
2016-12-19,1174.9,789.8,26.85,53.06
2016-12-20,1166.0,799.1,26.9,53.3
2016-12-21,1165.5,829.2,26.91,52.49
2016-12-22,1162.8,860.2,26.87,52.95
2016-12-23,1165.8,917.2,26.86,53.02
2016-12-27,1170.9,925.8,26.87,53.9
2016-12-28,1173.0,972.2,26.88,54.06
2016-12-29,1190.2,971.1,26.85,53.77
2016-12-30,1183.5,959.0,26.9,53.72
2017-01-03,1163.2,1033.3,26.93,52.33
2017-01-04,1166.5,1135.4,26.96,53.26
2017-01-05,1182.6,989.3,27.02,53.76
2017-01-06,1174.8,886.2,27.05,53.99
2017-01-09,1186.3,899.8,27.04,51.96
2017-01-10,1186.9,904.4,27.02,51.7
2017-01-11,1198.0,785.4,27.0,53.06
2017-01-12,1201.2,810.1,26.99,53.84
2017-01-13,1197.5,824.8,27.0,53.15
2017-01-17,1214.3,899.7,26.99,53.26
2017-01-18,1213.5,872.0,27.03,51.89
2017-01-19,1202.7,895.2,27.01,52.12
2017-01-20,1206.0,892.9,26.97,53.22
2017-01-23,1216.6,921.5,27.0,52.75
2017-01-24,1211.7,893.8,27.03,53.18
2017-01-25,1199.0,894.4,27.04,52.75
2017-01-26,1191.0,915.6,27.03,53.78
2017-01-27,1189.8,918.0,27.03,53.17
2017-01-30,1194.5,920.7,27.0,52.63
2017-01-31,1209.8,965.5,26.97,52.81
2017-02-01,1206.9,982.4,27.0,53.88
2017-02-02,1218.0,1004.0,26.96,53.54
2017-02-03,1219.6,1013.0,26.99,53.83
2017-02-06,1230.9,1024.7,27.03,53.01
2017-02-07,1234.9,1049.6,27.04,52.17
2017-02-08,1238.2,1055.5,27.03,52.34
2017-02-09,1235.7,979.0,27.07,53.0
2017-02-10,1234.9,997.6,27.07,53.86
2017-02-13,1224.8,995.4,27.1,53.43
2017-02-14,1224.3,1008.3,27.12,53.71
2017-02-15,1231.9,1008.2,27.1,53.6
2017-02-16,1240.2,1031.9,27.1,53.75
2017-02-17,1237.8,1049.4,27.13,53.78
2017-02-21,1237.7,1119.0,27.15,54.33
2017-02-22,1232.1,1120.5,27.2,53.59
2017-02-23,1250.1,1171.9,27.19,54.45
2017-02-24,1256.8,1176.5,27.21,53.99
2017-02-27,1257.4,1188.8,27.24,54.05
2017-02-28,1252.6,1189.3,27.25,54.01
2017-03-01,1248.9,1222.7,27.22,53.83
2017-03-02,1234.4,1255.5,27.23,52.61
2017-03-03,1228.1,1283.3,27.19,53.33
2017-03-06,1227.1,1277.0,27.19,53.2
2017-03-07,1217.7,1232.7,27.17,53.14
2017-03-08,1211.0,1147.0,27.14,50.28
2017-03-09,1204.8,1191.3,27.08,49.28
2017-03-10,1203.0,1112.4,27.03,49.03
2017-03-13,1204.7,1238.2,27.04,48.94
2017-03-14,1204.2,1243.1,27.05,48.35
2017-03-15,1202.3,1253.4,27.04,49.38
2017-03-16,1228.6,1172.9,27.14,49.24
2017-03-17,1231.7,1071.7,27.12,49.31
2017-03-20,1235.6,1047.5,27.14,48.91
2017-03-21,1248.0,1121.3,27.14,48.24
2017-03-22,1251.2,1044.7,27.1,48.04
2017-03-23,1248.6,1035.0,27.11,47.7
2017-03-24,1250.1,939.7,27.12,47.97
2017-03-27,1257.3,1045.1,27.12,47.73
2017-03-28,1257.2,1044.4,27.1,48.37
2017-03-29,1255.3,1041.9,27.12,49.51
2017-03-30,1246.5,1037.9,27.15,50.35
2017-03-31,1249.5,1079.1,27.16,50.6
2017-04-03,1252.3,1147.6,27.17,50.24
2017-04-04,1256.7,1141.8,27.19,51.03
2017-04-05,1246.9,1129.9,27.19,51.15
2017-04-06,1251.7,1188.7,27.18,51.7
2017-04-07,1255.6,1190.5,27.21,52.24
2017-04-10,1252.3,1206.7,27.2,53.08
2017-04-11,1272.5,1220.7,27.23,53.79
2017-04-12,1276.4,1212.5,27.25,53.52
2017-04-13,1286.8,1176.2,27.25,53.6
2017-04-17,1290.2,1194.0,27.23,53.11
2017-04-18,1292.4,1206.1,27.29,52.85
2017-04-19,1281.7,1215.2,27.3,50.85
2017-04-20,1282.1,1238.1,27.29,50.71
2017-04-21,1287.4,1249.6,27.3,49.62
2017-04-24,1275.9,1248.2,27.29,49.23
2017-04-25,1265.4,1264.3,27.28,49.56
2017-04-26,1262.1,1286.6,27.3,49.62
2017-04-27,1263.7,1332.9,27.28,48.97
2017-04-28,1266.1,1329.6,27.28,49.33
2017-05-01,1253.3,1415.8,27.25,48.84
2017-05-02,1255.1,1445.9,27.27,47.66
2017-05-03,1246.4,1485.6,27.27,47.82
2017-05-04,1226.5,1516.8,27.22,45.52
2017-05-05,1228.5,1507.8,27.21,46.22
2017-05-08,1228.7,1664.5,27.24,46.43
2017-05-09,1217.7,1697.5,27.22,45.88
2017-05-10,1220.5,1752.3,27.2,47.33
2017-05-11,1225.8,1819.3,27.23,48.2
2017-05-12,1229.3,1686.4,27.21,48.17
2017-05-15,1231.6,1708.9,27.21,49.16
2017-05-16,1238.0,1729.3,27.23,49.0
2017-05-17,1260.4,1801.3,27.21,49.41
2017-05-18,1254.5,1881.0,27.24,49.66
2017-05-19,1255.2,1962.0,27.24,50.67
2017-05-22,1263.0,2124.4,27.26,51.13
2017-05-23,1257.1,2272.6,27.27,51.47
2017-05-24,1254.7,2445.3,27.26,51.36
2017-05-25,1258.0,2307.2,27.28,48.9
2017-05-26,1269.7,2244.9,27.29,49.8
2017-05-30,1263.8,2192.6,27.3,49.66
2017-05-31,1273.6,2303.3,27.32,48.32
2017-06-01,1268.3,2412.6,27.31,48.36
2017-06-02,1278.4,2492.6,27.32,47.66
2017-06-05,1280.7,2705.0,27.37,47.4
2017-06-06,1295.2,2870.5,27.36,48.19
2017-06-07,1290.9,2691.5,27.38,45.72
