,date,treasure index price
35,2009-03-26,27.33
36,2009-03-27,27.61
37,2009-03-30,27.14
38,2009-03-31,26.85
39,2009-04-01,26.58
40,2009-04-02,27.52
41,2009-04-03,29.07
42,2009-04-06,29.39
43,2009-04-07,29.09
44,2009-04-08,28.47
45,2009-04-09,29.26
46,2009-04-13,28.45
47,2009-04-14,27.86
48,2009-04-15,27.59
49,2009-04-16,28.3
50,2009-04-17,29.3
51,2009-04-20,28.43
52,2009-04-21,29.02
53,2009-04-22,29.64
54,2009-04-23,29.27
55,2009-04-24,29.96
56,2009-04-27,29.21
57,2009-04-28,30.02
58,2009-04-29,30.96
59,2009-04-30,31.24
60,2009-05-01,31.74
61,2009-05-04,31.57
62,2009-05-05,31.57
63,2009-05-06,31.52
64,2009-05-07,32.95
65,2009-05-08,32.93
66,2009-05-11,31.8
67,2009-05-12,31.75
68,2009-05-13,31.05
69,2009-05-14,31.07
70,2009-05-15,31.23
71,2009-05-18,32.11
72,2009-05-19,32.43
73,2009-05-20,32.02
74,2009-05-21,33.53
75,2009-05-22,34.48
76,2009-05-26,34.93
77,2009-05-27,36.95
78,2009-05-28,36.72
79,2009-05-29,34.65
80,2009-06-01,37.15
81,2009-06-02,36.44
82,2009-06-03,35.51
83,2009-06-04,37.16
84,2009-06-05,38.62
85,2009-06-08,38.89
86,2009-06-09,38.58
87,2009-06-10,39.36
88,2009-06-11,38.62
89,2009-06-12,37.88
90,2009-06-15,37.13
91,2009-06-16,36.74
92,2009-06-17,36.47
93,2009-06-18,38.34
94,2009-06-19,37.89
95,2009-06-22,36.93
96,2009-06-23,36.4
97,2009-06-24,36.85
98,2009-06-25,35.46
99,2009-06-26,35.06
100,2009-06-29,34.92
101,2009-06-30,35.23
102,2009-07-01,35.44
103,2009-07-02,34.95
104,2009-07-06,35.06
105,2009-07-07,34.6
106,2009-07-08,32.89
107,2009-07-09,34.13
108,2009-07-10,32.95
109,2009-07-13,33.46
110,2009-07-14,34.47
111,2009-07-15,35.96
112,2009-07-16,35.57
113,2009-07-17,36.51
114,2009-07-20,35.85
115,2009-07-21,34.77
116,2009-07-22,35.54
117,2009-07-23,37.09
118,2009-07-24,36.7
119,2009-07-27,37.13
120,2009-07-28,36.88
121,2009-07-29,36.64
122,2009-07-30,36.41
123,2009-07-31,35.01
124,2009-08-03,36.39
125,2009-08-04,36.79
126,2009-08-05,37.64
127,2009-08-06,37.46
128,2009-08-07,38.54
129,2009-08-10,37.71
130,2009-08-11,36.93
131,2009-08-12,37.01
132,2009-08-13,35.91
133,2009-08-14,35.58
134,2009-08-17,34.91
135,2009-08-18,35.26
136,2009-08-19,34.63
137,2009-08-20,34.35
138,2009-08-21,35.56
139,2009-08-24,34.94
140,2009-08-25,34.5
141,2009-08-26,34.38
142,2009-08-27,34.62
143,2009-08-28,34.51
144,2009-08-31,34.01
145,2009-09-01,33.75
146,2009-09-02,32.95
147,2009-09-03,33.28
148,2009-09-04,34.42
149,2009-09-08,34.69
150,2009-09-09,34.79
151,2009-09-10,33.42
152,2009-09-11,33.43
153,2009-09-14,34.06
154,2009-09-15,34.52
155,2009-09-16,34.71
156,2009-09-17,33.98
157,2009-09-18,34.74
158,2009-09-21,34.87
159,2009-09-22,34.56
160,2009-09-23,34.18
161,2009-09-24,33.81
162,2009-09-25,33.29
163,2009-09-28,33.02
164,2009-09-29,32.92
165,2009-09-30,33.07
166,2009-10-01,31.94
167,2009-10-02,32.21
168,2009-10-05,32.24
169,2009-10-06,32.48
170,2009-10-07,31.75
171,2009-10-08,32.55
172,2009-10-09,33.84
173,2009-10-12,33.8
174,2009-10-13,33.12
175,2009-10-14,34.23
176,2009-10-15,34.7
177,2009-10-16,34.17
178,2009-10-19,33.95
179,2009-10-20,33.37
180,2009-10-21,34.11
181,2009-10-22,34.21
182,2009-10-23,34.75
183,2009-10-26,35.54
184,2009-10-27,34.62
185,2009-10-28,34.11
186,2009-10-29,35.01
187,2009-10-30,33.92
188,2009-11-02,34.22
189,2009-11-03,34.73
190,2009-11-04,35.46
191,2009-11-05,35.33
192,2009-11-06,35.03
193,2009-11-09,34.86
194,2009-11-10,34.82
195,2009-11-11,34.74
196,2009-11-12,34.46
197,2009-11-13,34.29
198,2009-11-16,33.31
199,2009-11-17,33.19
200,2009-11-18,33.66
201,2009-11-19,33.49
202,2009-11-20,33.56
203,2009-11-23,33.64
204,2009-11-24,33.17
205,2009-11-25,32.79
206,2009-11-27,32.31
207,2009-11-30,32.01
208,2009-12-01,32.75
209,2009-12-02,33.23
210,2009-12-03,33.8
211,2009-12-04,34.83
212,2009-12-07,34.48
213,2009-12-08,33.92
214,2009-12-09,34.23
215,2009-12-10,34.82
216,2009-12-11,35.4
217,2009-12-14,35.46
218,2009-12-15,36.03
219,2009-12-16,35.96
220,2009-12-17,34.87
221,2009-12-18,35.46
222,2009-12-21,36.82
223,2009-12-22,37.44
224,2009-12-23,37.48
225,2009-12-24,38.07
226,2009-12-28,38.42
227,2009-12-29,38.09
228,2009-12-30,37.84
229,2009-12-31,38.43
230,2010-01-04,38.41
231,2010-01-05,37.55
232,2010-01-06,38.08
233,2010-01-07,38.22
234,2010-01-08,38.08
235,2010-01-11,38.18
236,2010-01-12,37.19
237,2010-01-13,37.83
238,2010-01-14,37.34
239,2010-01-15,36.76
240,2010-01-19,37.07
241,2010-01-20,36.59
242,2010-01-21,36.11
243,2010-01-22,35.98
244,2010-01-25,36.3
245,2010-01-26,36.3
246,2010-01-27,36.44
247,2010-01-28,36.58
248,2010-01-29,36.09
249,2010-02-01,36.54
250,2010-02-02,36.35
251,2010-02-03,37.03
252,2010-02-04,36.1
253,2010-02-05,35.46
254,2010-02-08,35.92
255,2010-02-09,36.33
256,2010-02-10,36.94
257,2010-02-11,37.33
258,2010-02-12,36.93
259,2010-02-16,36.64
260,2010-02-17,37.42
261,2010-02-18,38.03
262,2010-02-19,37.82
263,2010-02-22,37.99
264,2010-02-23,36.91
265,2010-02-24,36.95
266,2010-02-25,36.42
267,2010-02-26,35.95
268,2010-03-01,36.06
269,2010-03-02,36.14
270,2010-03-03,36.25
271,2010-03-04,36.06
272,2010-03-05,36.82
273,2010-03-08,37.08
274,2010-03-09,37.01
275,2010-03-10,37.2
276,2010-03-11,37.2
277,2010-03-12,37.1
278,2010-03-15,37.04
279,2010-03-16,36.53
280,2010-03-17,36.42
281,2010-03-18,36.72
282,2010-03-19,36.87
283,2010-03-22,36.63
284,2010-03-23,36.8
285,2010-03-24,38.29
286,2010-03-25,39.01
287,2010-03-26,38.55
288,2010-03-29,38.64
289,2010-03-30,38.68
290,2010-03-31,38.33
291,2010-04-01,38.59
292,2010-04-05,39.94
293,2010-04-06,39.68
294,2010-04-07,38.63
295,2010-04-08,38.96
296,2010-04-09,38.88
297,2010-04-12,38.46
298,2010-04-13,38.11
299,2010-04-14,38.55
300,2010-04-15,38.48
301,2010-04-16,37.7
302,2010-04-19,38.07
303,2010-04-20,38.05
304,2010-04-21,37.38
305,2010-04-22,37.72
306,2010-04-23,38.17
307,2010-04-26,38.15
308,2010-04-27,36.9
309,2010-04-28,37.73
310,2010-04-29,37.28
311,2010-04-30,36.63
312,2010-05-03,37.05
313,2010-05-04,36.13
314,2010-05-05,35.5
315,2010-05-06,33.98
316,2010-05-07,34.29
317,2010-05-10,35.39
318,2010-05-11,35.35
319,2010-05-12,35.67
320,2010-05-13,35.64
321,2010-05-14,34.42
322,2010-05-17,34.72
323,2010-05-18,33.76
324,2010-05-19,33.59
325,2010-05-20,32.64
326,2010-05-21,32.0
327,2010-05-24,32.27
328,2010-05-25,31.58
329,2010-05-26,32.18
330,2010-05-27,33.38
331,2010-05-28,33.01
332,2010-06-01,32.96
333,2010-06-02,33.34
334,2010-06-03,33.79
335,2010-06-04,31.95
336,2010-06-07,31.84
337,2010-06-08,31.68
338,2010-06-09,31.87
339,2010-06-10,33.19
340,2010-06-11,32.16
341,2010-06-14,32.75
342,2010-06-15,33.1
343,2010-06-16,32.82
344,2010-06-17,31.9
345,2010-06-18,32.23
346,2010-06-21,32.43
347,2010-06-22,31.66
348,2010-06-23,31.15
349,2010-06-24,31.23
350,2010-06-25,31.13
351,2010-06-28,30.32
352,2010-06-29,29.67
353,2010-06-30,29.51
354,2010-07-01,29.27
355,2010-07-02,29.79
356,2010-07-06,29.32
357,2010-07-07,29.8
358,2010-07-08,30.2
359,2010-07-09,30.56
360,2010-07-12,30.46
361,2010-07-13,31.14
362,2010-07-14,30.5
363,2010-07-15,29.78
364,2010-07-16,29.39
365,2010-07-19,29.64
366,2010-07-20,29.32
367,2010-07-21,28.92
368,2010-07-22,29.32
369,2010-07-23,29.94
370,2010-07-26,29.94
371,2010-07-27,30.47
372,2010-07-28,30.01
373,2010-07-29,29.99
374,2010-07-30,29.07
375,2010-08-02,29.63
376,2010-08-03,29.14
377,2010-08-04,29.52
378,2010-08-05,29.15
379,2010-08-06,28.24
380,2010-08-09,28.22
381,2010-08-10,27.81
382,2010-08-11,26.85
383,2010-08-12,27.35
384,2010-08-13,26.88
385,2010-08-16,25.75
386,2010-08-17,26.45
387,2010-08-18,26.41
388,2010-08-19,25.79
389,2010-08-20,26.12
390,2010-08-23,26.07
391,2010-08-24,24.99
392,2010-08-25,25.38
393,2010-08-26,24.99
394,2010-08-27,26.52
395,2010-08-30,25.45
396,2010-08-31,24.77
397,2010-09-01,25.82
398,2010-09-02,26.28
399,2010-09-03,27.06
400,2010-09-07,26.09
401,2010-09-08,26.54
402,2010-09-09,27.61
403,2010-09-10,27.95
404,2010-09-13,27.41
405,2010-09-14,26.66
406,2010-09-15,27.23
407,2010-09-16,27.59
408,2010-09-17,27.46
409,2010-09-20,27.06
410,2010-09-21,25.94
411,2010-09-22,25.48
412,2010-09-23,25.55
413,2010-09-24,26.12
414,2010-09-27,25.17
415,2010-09-28,24.56
416,2010-09-29,25.06
417,2010-09-30,25.17
418,2010-10-01,25.26
419,2010-10-04,24.79
420,2010-10-05,24.74
421,2010-10-06,23.99
422,2010-10-07,23.96
423,2010-10-08,23.81
424,2010-10-12,24.22
425,2010-10-13,24.31
426,2010-10-14,24.95
427,2010-10-15,25.76
428,2010-10-18,24.91
429,2010-10-19,24.75
430,2010-10-20,24.7
431,2010-10-21,25.31
432,2010-10-22,25.63
433,2010-10-25,25.54
434,2010-10-26,26.36
435,2010-10-27,27.12
436,2010-10-28,26.61
437,2010-10-29,26.12
438,2010-11-01,26.28
439,2010-11-02,25.94
440,2010-11-03,26.19
441,2010-11-04,24.84
442,2010-11-05,25.36
443,2010-11-08,25.63
444,2010-11-09,26.59
445,2010-11-10,26.48
446,2010-11-12,27.56
447,2010-11-15,29.11
448,2010-11-16,28.47
449,2010-11-17,28.64
450,2010-11-18,29.02
451,2010-11-19,28.75
452,2010-11-22,28.13
453,2010-11-23,27.62
454,2010-11-24,29.14
455,2010-11-26,28.64
456,2010-11-29,28.22
457,2010-11-30,27.97
458,2010-12-01,29.64
459,2010-12-02,30.0
460,2010-12-03,30.17
461,2010-12-06,29.41
462,2010-12-07,31.65
463,2010-12-08,32.36
464,2010-12-09,32.23
465,2010-12-10,32.96
466,2010-12-13,32.83
467,2010-12-14,34.55
468,2010-12-15,35.2
469,2010-12-16,34.77
470,2010-12-17,33.3
471,2010-12-20,33.49
472,2010-12-21,33.26
473,2010-12-22,33.46
474,2010-12-23,33.93
475,2010-12-27,33.51
476,2010-12-28,34.81
477,2010-12-29,33.41
478,2010-12-30,33.69
479,2010-12-31,33.05
480,2011-01-03,33.42
481,2011-01-04,33.46
482,2011-01-05,34.83
483,2011-01-06,34.19
484,2011-01-07,33.28
485,2011-01-10,33.04
486,2011-01-11,33.41
487,2011-01-12,33.55
488,2011-01-13,33.01
489,2011-01-14,33.33
490,2011-01-18,33.64
491,2011-01-19,33.37
492,2011-01-20,34.59
493,2011-01-21,34.16
494,2011-01-24,34.08
495,2011-01-25,33.19
496,2011-01-26,34.28
497,2011-01-27,33.85
498,2011-01-28,33.29
499,2011-01-31,33.78
500,2011-02-01,34.43
501,2011-02-02,34.89
502,2011-02-03,35.41
503,2011-02-04,36.52
504,2011-02-07,36.44
505,2011-02-08,37.25
506,2011-02-09,36.42
507,2011-02-10,37.08
508,2011-02-11,36.46
509,2011-02-14,36.14
510,2011-02-15,36.16
511,2011-02-16,36.21
512,2011-02-17,35.74
513,2011-02-18,35.89
514,2011-02-22,34.61
515,2011-02-23,34.87
516,2011-02-24,34.38
517,2011-02-25,34.25
518,2011-02-28,34.14
519,2011-03-01,34.14
520,2011-03-02,34.64
521,2011-03-03,35.72
522,2011-03-04,34.92
523,2011-03-07,34.97
524,2011-03-08,35.44
525,2011-03-09,34.69
526,2011-03-10,33.93
527,2011-03-11,33.93
528,2011-03-14,33.47
529,2011-03-15,33.23
530,2011-03-16,32.12
531,2011-03-17,32.48
532,2011-03-18,32.77
533,2011-03-21,33.23
534,2011-03-22,33.32
535,2011-03-23,33.48
536,2011-03-24,34.04
537,2011-03-25,34.44
538,2011-03-28,34.48
539,2011-03-29,34.91
540,2011-03-30,34.55
541,2011-03-31,34.54
542,2011-04-01,34.51
543,2011-04-04,34.31
544,2011-04-05,34.87
545,2011-04-06,35.45
546,2011-04-07,35.55
547,2011-04-08,35.7
548,2011-04-11,35.7
549,2011-04-12,35.0
550,2011-04-13,34.66
551,2011-04-14,34.85
552,2011-04-15,34.1
553,2011-04-18,33.71
554,2011-04-19,33.56
555,2011-04-20,34.0
556,2011-04-21,34.0
557,2011-04-25,33.63
558,2011-04-26,33.2
559,2011-04-27,33.68
560,2011-04-28,33.12
561,2011-04-29,32.96
562,2011-05-02,32.86
563,2011-05-03,32.55
564,2011-05-04,32.23
565,2011-05-05,31.68
566,2011-05-06,31.57
567,2011-05-09,31.42
568,2011-05-10,31.95
569,2011-05-11,31.57
570,2011-05-12,32.3
571,2011-05-13,31.87
572,2011-05-16,31.49
573,2011-05-17,31.21
574,2011-05-18,31.71
575,2011-05-19,31.71
576,2011-05-20,31.52
577,2011-05-23,31.34
578,2011-05-24,31.23
579,2011-05-25,31.29
580,2011-05-26,30.61
581,2011-05-27,30.64
582,2011-05-31,30.5
583,2011-06-01,29.66
584,2011-06-02,30.3
585,2011-06-03,29.97
586,2011-06-06,30.02
587,2011-06-07,30.11
588,2011-06-08,29.62
589,2011-06-09,29.98
590,2011-06-10,29.71
591,2011-06-13,29.91
592,2011-06-14,30.99
593,2011-06-15,29.73
594,2011-06-16,29.09
595,2011-06-17,29.44
596,2011-06-20,29.63
597,2011-06-21,29.85
598,2011-06-22,29.93
599,2011-06-23,29.09
600,2011-06-24,28.71
601,2011-06-27,29.27
602,2011-06-28,30.45
603,2011-06-29,31.08
604,2011-06-30,31.58
605,2011-07-01,31.97
606,2011-07-05,31.36
607,2011-07-06,30.95
608,2011-07-07,31.49
609,2011-07-08,30.16
610,2011-07-11,29.17
611,2011-07-12,29.08
612,2011-07-13,28.91
613,2011-07-14,29.44
614,2011-07-15,29.08
615,2011-07-18,29.09
616,2011-07-19,28.91
617,2011-07-20,29.33
618,2011-07-21,30.1
619,2011-07-22,29.64
620,2011-07-25,30.04
621,2011-07-26,29.51
622,2011-07-27,29.8
623,2011-07-28,29.51
624,2011-07-29,28.05
625,2011-08-01,27.4
626,2011-08-02,26.24
627,2011-08-03,25.99
628,2011-08-04,24.58
629,2011-08-05,25.58
630,2011-08-08,23.39
631,2011-08-09,21.82
632,2011-08-10,21.37
633,2011-08-11,23.36
634,2011-08-12,22.37
635,2011-08-15,22.85
636,2011-08-16,22.14
637,2011-08-17,21.65
638,2011-08-18,20.83
639,2011-08-19,20.71
640,2011-08-22,20.88
641,2011-08-23,21.37
642,2011-08-24,22.6
643,2011-08-25,22.22
644,2011-08-26,21.88
645,2011-08-29,22.71
646,2011-08-30,21.76
647,2011-08-31,22.18
648,2011-09-01,21.46
649,2011-09-02,19.96
650,2011-09-06,19.79
651,2011-09-07,20.36
652,2011-09-08,19.86
653,2011-09-09,19.15
654,2011-09-12,19.3
655,2011-09-13,19.94
656,2011-09-14,20.11
657,2011-09-15,20.85
658,2011-09-16,20.76
659,2011-09-19,19.4
660,2011-09-20,19.47
661,2011-09-21,18.75
662,2011-09-22,17.15
663,2011-09-23,18.08
664,2011-09-26,19.04
665,2011-09-27,20.16
666,2011-09-28,20.02
667,2011-09-29,19.57
668,2011-09-30,19.24
669,2011-10-03,17.85
670,2011-10-04,17.81
671,2011-10-05,19.05
672,2011-10-06,19.86
673,2011-10-07,20.68
674,2011-10-10,20.76
675,2011-10-11,21.6
676,2011-10-12,22.26
677,2011-10-13,21.69
678,2011-10-14,22.32
679,2011-10-17,21.55
680,2011-10-18,21.51
681,2011-10-19,21.59
682,2011-10-20,21.8
683,2011-10-21,22.03
684,2011-10-24,22.34
685,2011-10-25,21.28
686,2011-10-26,22.03
687,2011-10-27,23.95
688,2011-10-28,23.06
689,2011-10-31,21.75
690,2011-11-01,20.01
691,2011-11-02,20.06
692,2011-11-03,20.66
693,2011-11-04,20.5
694,2011-11-07,19.94
695,2011-11-08,20.65
696,2011-11-09,19.55
697,2011-11-10,20.56
698,2011-11-11,20.56
699,2011-11-14,20.43
700,2011-11-15,20.57
701,2011-11-16,20.24
702,2011-11-17,19.58
703,2011-11-18,20.12
704,2011-11-21,19.62
705,2011-11-22,19.39
706,2011-11-23,18.79
707,2011-11-25,19.67
708,2011-11-28,19.58
709,2011-11-29,19.96
710,2011-11-30,20.68
711,2011-12-01,21.17
712,2011-12-02,20.42
713,2011-12-05,20.54
714,2011-12-06,20.93
715,2011-12-07,20.17
716,2011-12-08,19.72
717,2011-12-09,20.52
718,2011-12-12,20.09
719,2011-12-13,19.62
720,2011-12-14,19.01
721,2011-12-15,19.13
722,2011-12-16,18.54
723,2011-12-19,18.13
724,2011-12-20,19.25
725,2011-12-21,19.67
726,2011-12-22,19.51
727,2011-12-23,20.3
728,2011-12-27,20.09
729,2011-12-28,19.08
730,2011-12-29,18.97
731,2011-12-30,18.71
732,2012-01-03,19.6
733,2012-01-04,19.95
734,2012-01-05,19.93
735,2012-01-06,19.61
736,2012-01-09,19.6
737,2012-01-10,19.72
738,2012-01-11,19.04
739,2012-01-12,19.33
740,2012-01-13,18.53
741,2012-01-17,18.5
742,2012-01-18,18.97
743,2012-01-19,19.72
744,2012-01-20,20.28
745,2012-01-23,20.67
746,2012-01-24,20.64
747,2012-01-25,20.07
748,2012-01-26,19.31
749,2012-01-27,18.98
750,2012-01-30,18.37
751,2012-01-31,17.99
752,2012-02-01,18.46
753,2012-02-02,18.25
754,2012-02-03,19.49
755,2012-02-06,19.01
756,2012-02-07,19.66
757,2012-02-08,19.75
758,2012-02-09,20.47
759,2012-02-10,19.69
760,2012-02-13,19.9
761,2012-02-14,19.24
762,2012-02-15,19.31
763,2012-02-16,19.93
764,2012-02-17,20.1
765,2012-02-21,20.45
766,2012-02-22,20.05
767,2012-02-23,19.84
768,2012-02-24,19.77
769,2012-02-27,19.22
770,2012-02-28,19.29
771,2012-02-29,19.77
772,2012-03-01,20.37
773,2012-03-02,19.86
774,2012-03-05,20.05
775,2012-03-06,19.44
776,2012-03-07,19.72
777,2012-03-08,20.14
778,2012-03-09,20.38
779,2012-03-12,20.31
780,2012-03-13,21.07
781,2012-03-14,22.74
782,2012-03-15,22.81
783,2012-03-16,22.98
784,2012-03-19,23.79
785,2012-03-20,23.72
786,2012-03-21,22.94
787,2012-03-22,22.75
788,2012-03-23,22.37
789,2012-03-26,22.44
790,2012-03-27,21.87
791,2012-03-28,21.96
792,2012-03-29,21.59
793,2012-03-30,22.16
794,2012-04-02,21.93
795,2012-04-03,22.84
796,2012-04-04,22.43
797,2012-04-05,21.75
798,2012-04-09,20.37
799,2012-04-10,19.88
800,2012-04-11,20.28
801,2012-04-12,20.49
802,2012-04-13,19.98
803,2012-04-16,19.74
804,2012-04-17,20.09
805,2012-04-18,19.82
806,2012-04-19,19.52
807,2012-04-20,19.7
808,2012-04-23,19.33
809,2012-04-24,19.61
810,2012-04-25,19.84
811,2012-04-26,19.59
812,2012-04-27,19.33
813,2012-04-30,19.15
814,2012-05-01,19.56
815,2012-05-02,19.22
816,2012-05-03,19.24
817,2012-05-04,18.8
818,2012-05-07,18.77
819,2012-05-08,18.37
820,2012-05-09,18.35
821,2012-05-10,18.84
822,2012-05-11,18.41
823,2012-05-14,17.88
824,2012-05-15,17.77
825,2012-05-16,17.65
826,2012-05-17,17.02
827,2012-05-18,17.02
828,2012-05-21,17.35
829,2012-05-22,17.93
830,2012-05-23,17.21
831,2012-05-24,17.59
832,2012-05-25,17.45
833,2012-05-29,17.31
834,2012-05-30,16.25
835,2012-05-31,15.81
836,2012-06-01,14.67
837,2012-06-04,15.27
838,2012-06-05,15.56
839,2012-06-06,16.51
840,2012-06-07,16.54
841,2012-06-08,16.37
842,2012-06-11,16.0
843,2012-06-12,16.61
844,2012-06-13,15.99
845,2012-06-14,16.11
846,2012-06-15,15.87
847,2012-06-18,15.84
848,2012-06-19,16.2
849,2012-06-20,16.42
850,2012-06-21,16.18
851,2012-06-22,16.72
852,2012-06-25,16.08
853,2012-06-26,16.28
854,2012-06-27,16.21
855,2012-06-28,15.77
856,2012-06-29,16.59
857,2012-07-02,15.8
858,2012-07-03,16.31
859,2012-07-05,15.97
860,2012-07-06,15.44
861,2012-07-09,15.13
862,2012-07-10,14.98
863,2012-07-11,14.98
864,2012-07-12,14.79
865,2012-07-13,14.99
866,2012-07-16,14.64
867,2012-07-17,15.01
868,2012-07-18,14.79
869,2012-07-19,15.15
870,2012-07-20,14.6
871,2012-07-23,14.35
872,2012-07-24,14.04
873,2012-07-25,14.06
874,2012-07-26,14.28
875,2012-07-27,15.55
876,2012-07-30,15.04
877,2012-07-31,14.92
878,2012-08-01,15.39
879,2012-08-02,14.78
880,2012-08-03,15.77
881,2012-08-06,15.58
882,2012-08-07,16.28
883,2012-08-08,16.4
884,2012-08-09,16.88
885,2012-08-10,16.49
886,2012-08-13,16.54
887,2012-08-14,17.26
888,2012-08-15,18.05
889,2012-08-16,18.36
890,2012-08-17,18.16
891,2012-08-20,18.14
892,2012-08-21,18.05
893,2012-08-22,17.19
894,2012-08-23,16.66
895,2012-08-24,16.78
896,2012-08-27,16.49
897,2012-08-28,16.3
898,2012-08-29,16.54
899,2012-08-30,16.2
900,2012-08-31,15.62
901,2012-09-04,15.81
902,2012-09-05,15.94
903,2012-09-06,16.73
904,2012-09-07,16.61
905,2012-09-10,16.83
906,2012-09-11,16.95
907,2012-09-12,17.65
908,2012-09-13,17.56
909,2012-09-14,18.7
910,2012-09-17,18.38
911,2012-09-18,18.12
912,2012-09-19,17.82
913,2012-09-20,17.77
914,2012-09-21,17.6
915,2012-09-24,17.18
916,2012-09-25,16.82
917,2012-09-26,16.18
918,2012-09-27,16.4
919,2012-09-28,16.37
920,2012-10-01,16.25
921,2012-10-02,16.15
922,2012-10-03,16.23
923,2012-10-04,16.65
924,2012-10-05,17.32
925,2012-10-08,17.46
926,2012-10-09,17.2
927,2012-10-10,16.91
928,2012-10-11,16.75
929,2012-10-12,16.63
930,2012-10-15,16.63
931,2012-10-16,17.2
932,2012-10-17,18.11
933,2012-10-18,18.26
934,2012-10-19,17.68
935,2012-10-22,17.98
936,2012-10-23,17.64
937,2012-10-24,17.75
938,2012-10-25,18.28
939,2012-10-26,17.5
940,2012-10-31,16.86
941,2012-11-01,17.15
942,2012-11-02,17.26
943,2012-11-05,16.84
944,2012-11-06,17.42
945,2012-11-07,16.32
946,2012-11-08,16.32
947,2012-11-09,16.13
948,2012-11-12,16.11
949,2012-11-13,15.89
950,2012-11-14,15.89
951,2012-11-15,15.89
952,2012-11-16,15.74
953,2012-11-19,16.11
954,2012-11-20,16.56
955,2012-11-21,16.87
956,2012-11-23,16.93
957,2012-11-26,16.64
958,2012-11-27,16.45
959,2012-11-28,16.17
960,2012-11-29,16.2
961,2012-11-30,16.06
962,2012-12-03,16.28
963,2012-12-04,16.08
964,2012-12-05,15.91
965,2012-12-06,15.81
966,2012-12-07,16.27
967,2012-12-10,16.16
968,2012-12-11,16.49
969,2012-12-12,16.97
970,2012-12-13,17.28
971,2012-12-14,17.08
972,2012-12-17,17.63
973,2012-12-18,18.27
974,2012-12-19,18.0
975,2012-12-20,18.0
976,2012-12-21,17.54
977,2012-12-24,17.74
978,2012-12-26,17.58
979,2012-12-27,17.15
980,2012-12-28,17.11
981,2012-12-31,17.56
982,2013-01-02,18.39
983,2013-01-03,18.99
984,2013-01-04,19.15
985,2013-01-07,19.03
986,2013-01-08,18.71
987,2013-01-09,18.52
988,2013-01-10,18.94
989,2013-01-11,18.75
990,2013-01-14,18.57
991,2013-01-15,18.31
992,2013-01-16,18.24
993,2013-01-17,18.75
994,2013-01-18,18.43
995,2013-01-22,18.35
996,2013-01-23,18.33
997,2013-01-24,18.44
998,2013-01-25,19.47
999,2013-01-28,19.74
1000,2013-01-29,19.88
1001,2013-01-30,20.06
1002,2013-01-31,19.85
1003,2013-02-01,20.1
1004,2013-02-04,19.73
1005,2013-02-05,20.16
1006,2013-02-06,19.68
1007,2013-02-07,19.51
1008,2013-02-08,19.54
1009,2013-02-11,19.46
1010,2013-02-12,19.82
1011,2013-02-13,20.19
1012,2013-02-14,20.0
1013,2013-02-15,20.07
1014,2013-02-19,20.26
1015,2013-02-20,20.21
1016,2013-02-21,19.76
1017,2013-02-22,19.67
1018,2013-02-25,18.95
1019,2013-02-26,18.79
1020,2013-02-27,19.03
1021,2013-02-28,18.88
1022,2013-03-01,18.53
1023,2013-03-04,18.77
1024,2013-03-05,18.94
1025,2013-03-06,19.38
1026,2013-03-07,19.91
1027,2013-03-08,20.56
1028,2013-03-11,20.56
1029,2013-03-12,20.23
1030,2013-03-13,20.21
1031,2013-03-14,20.33
1032,2013-03-15,19.96
1033,2013-03-18,19.56
1034,2013-03-19,19.08
1035,2013-03-20,19.37
1036,2013-03-21,19.32
1037,2013-03-22,19.15
1038,2013-03-25,19.15
1039,2013-03-26,19.06
1040,2013-03-27,18.51
1041,2013-03-28,18.52
1042,2013-04-01,18.4
1043,2013-04-02,18.61
1044,2013-04-03,18.12
1045,2013-04-04,17.59
1046,2013-04-05,16.94
1047,2013-04-08,17.32
1048,2013-04-09,17.47
1049,2013-04-10,18.05
1050,2013-04-11,17.91
1051,2013-04-12,17.21
1052,2013-04-15,17.02
1053,2013-04-16,17.19
1054,2013-04-17,17.04
1055,2013-04-18,16.85
1056,2013-04-19,17.03
1057,2013-04-22,16.98
1058,2013-04-23,16.98
1059,2013-04-24,16.98
1060,2013-04-25,17.11
1061,2013-04-26,16.63
1062,2013-04-29,16.68
1063,2013-04-30,16.75
1064,2013-05-01,16.39
1065,2013-05-02,16.31
1066,2013-05-03,17.52
1067,2013-05-06,17.71
1068,2013-05-07,17.83
1069,2013-05-08,17.6
1070,2013-05-09,18.13
1071,2013-05-10,19.0
1072,2013-05-13,19.23
1073,2013-05-14,19.52
1074,2013-05-15,19.43
1075,2013-05-16,18.65
1076,2013-05-17,19.49
1077,2013-05-20,19.65
1078,2013-05-21,19.44
1079,2013-05-22,20.26
1080,2013-05-23,20.23
1081,2013-05-24,20.11
1082,2013-05-28,21.35
1083,2013-05-29,21.24
1084,2013-05-30,21.24
1085,2013-05-31,21.64
1086,2013-06-03,21.34
1087,2013-06-04,21.37
1088,2013-06-05,21.0
1089,2013-06-06,20.75
1090,2013-06-07,21.61
1091,2013-06-10,22.15
1092,2013-06-11,21.95
1093,2013-06-12,22.3
1094,2013-06-13,21.74
1095,2013-06-14,21.26
1096,2013-06-17,21.71
1097,2013-06-18,21.82
1098,2013-06-19,23.11
1099,2013-06-20,24.19
1100,2013-06-21,25.14
1101,2013-06-24,25.48
1102,2013-06-25,25.89
