,date,gold price
35,2009-03-26,947.2
36,2009-03-27,930.3
37,2009-03-30,922.7
38,2009-03-31,929.8
39,2009-04-01,932.4
40,2009-04-02,913.6
41,2009-04-03,902.1
42,2009-04-06,877.4
43,2009-04-07,888.1
44,2009-04-08,890.5
45,2009-04-09,887.9
46,2009-04-13,900.6
47,2009-04-14,896.7
48,2009-04-15,898.2
49,2009-04-16,884.3
50,2009-04-17,872.3
51,2009-04-20,892.0
52,2009-04-21,887.3
53,2009-04-22,897.2
54,2009-04-23,911.2
55,2009-04-24,918.6
56,2009-04-27,912.6
57,2009-04-28,898.0
58,2009-04-29,905.0
59,2009-04-30,894.2
60,2009-05-01,891.3
61,2009-05-04,905.4
62,2009-05-05,907.6
63,2009-05-06,914.3
64,2009-05-07,918.9
65,2009-05-08,918.2
66,2009-05-11,916.9
67,2009-05-12,927.5
68,2009-05-13,929.5
69,2009-05-14,931.9
70,2009-05-15,934.6
71,2009-05-18,924.8
72,2009-05-19,929.7
73,2009-05-20,940.3
74,2009-05-21,954.0
75,2009-05-22,961.8
76,2009-05-26,956.4
77,2009-05-27,958.0
78,2009-05-28,966.0
79,2009-05-29,983.1
80,2009-06-01,982.8
81,2009-06-02,987.1
82,2009-06-03,968.2
83,2009-06-04,985.0
84,2009-06-05,965.5
85,2009-06-08,955.4
86,2009-06-09,957.6
87,2009-06-10,957.6
88,2009-06-11,964.9
89,2009-06-12,943.5
90,2009-06-15,930.1
91,2009-06-16,934.9
92,2009-06-17,938.7
93,2009-06-18,937.4
94,2009-06-19,939.0
95,2009-06-22,923.7
96,2009-06-23,926.9
97,2009-06-24,937.2
98,2009-06-25,942.2
99,2009-06-26,943.7
100,2009-06-29,943.4
101,2009-06-30,930.2
102,2009-07-01,944.2
103,2009-07-02,933.6
104,2009-07-06,926.9
105,2009-07-07,931.7
106,2009-07-08,912.0
107,2009-07-09,919.1
108,2009-07-10,915.4
109,2009-07-13,925.4
110,2009-07-14,925.6
111,2009-07-15,942.2
112,2009-07-16,938.2
113,2009-07-17,940.3
114,2009-07-20,951.6
115,2009-07-21,949.6
116,2009-07-22,956.0
117,2009-07-23,957.6
118,2009-07-24,955.9
119,2009-07-27,956.3
120,2009-07-28,941.7
121,2009-07-29,929.7
122,2009-07-30,937.3
123,2009-07-31,955.8
124,2009-08-03,958.8
125,2009-08-04,969.7
126,2009-08-05,966.3
127,2009-08-06,962.9
128,2009-08-07,959.5
129,2009-08-10,946.9
130,2009-08-11,947.6
131,2009-08-12,952.5
132,2009-08-13,956.5
133,2009-08-14,948.7
134,2009-08-17,935.8
135,2009-08-18,939.2
136,2009-08-19,944.8
137,2009-08-20,941.7
138,2009-08-21,954.7
139,2009-08-24,943.7
140,2009-08-25,946.0
141,2009-08-26,945.8
142,2009-08-27,947.3
143,2009-08-28,958.8
144,2009-08-31,953.5
145,2009-09-01,956.5
146,2009-09-02,978.5
147,2009-09-03,997.7
148,2009-09-04,996.7
149,2009-09-08,999.8
150,2009-09-09,997.1
151,2009-09-10,996.8
152,2009-09-11,1006.4
153,2009-09-14,1001.1
154,2009-09-15,1006.3
155,2009-09-16,1020.2
156,2009-09-17,1013.5
157,2009-09-18,1010.3
158,2009-09-21,1004.9
159,2009-09-22,1015.5
160,2009-09-23,1014.4
161,2009-09-24,998.9
162,2009-09-25,991.6
163,2009-09-28,994.1
164,2009-09-29,994.4
165,2009-09-30,1009.3
166,2009-10-01,1000.7
167,2009-10-02,1004.3
168,2009-10-05,1017.8
169,2009-10-06,1039.7
170,2009-10-07,1044.4
171,2009-10-08,1056.3
172,2009-10-09,1048.6
173,2009-10-12,1057.5
174,2009-10-13,1065.0
175,2009-10-14,1064.7
176,2009-10-15,1050.6
177,2009-10-16,1051.5
178,2009-10-19,1058.1
179,2009-10-20,1058.6
180,2009-10-21,1064.5
181,2009-10-22,1058.6
182,2009-10-23,1056.4
183,2009-10-26,1042.8
184,2009-10-27,1035.4
185,2009-10-28,1030.5
186,2009-10-29,1047.1
187,2009-10-30,1040.4
188,2009-11-02,1054.0
189,2009-11-03,1084.9
190,2009-11-04,1087.3
191,2009-11-05,1089.3
192,2009-11-06,1095.7
193,2009-11-09,1101.4
194,2009-11-10,1102.5
195,2009-11-11,1114.6
196,2009-11-12,1106.6
197,2009-11-13,1116.7
198,2009-11-16,1139.2
199,2009-11-17,1139.4
200,2009-11-18,1141.2
201,2009-11-19,1141.9
202,2009-11-20,1146.8
203,2009-11-23,1166.2
204,2009-11-24,1167.4
205,2009-11-25,1188.6
206,2009-11-27,1175.5
207,2009-11-30,1182.3
208,2009-12-01,1200.2
209,2009-12-02,1213.0
210,2009-12-03,1218.3
211,2009-12-04,1169.5
212,2009-12-07,1164.0
213,2009-12-08,1143.4
214,2009-12-09,1120.9
215,2009-12-10,1126.2
216,2009-12-11,1119.9
217,2009-12-14,1123.8
218,2009-12-15,1123.0
219,2009-12-16,1136.2
220,2009-12-17,1107.4
221,2009-12-18,1111.5
222,2009-12-21,1096.0
223,2009-12-22,1086.7
224,2009-12-23,1094.0
225,2009-12-24,1104.8
226,2009-12-28,1107.9
227,2009-12-29,1098.1
228,2009-12-30,1092.5
229,2009-12-31,1096.2
230,2010-01-04,1118.3
231,2010-01-05,1118.7
232,2010-01-06,1136.5
233,2010-01-07,1133.7
234,2010-01-08,1138.9
235,2010-01-11,1151.4
236,2010-01-12,1129.4
237,2010-01-13,1136.8
238,2010-01-14,1143.0
239,2010-01-15,1130.5
240,2010-01-19,1140.0
241,2010-01-20,1112.6
242,2010-01-21,1103.2
243,2010-01-22,1089.7
244,2010-01-25,1095.7
245,2010-01-26,1098.3
246,2010-01-27,1084.5
247,2010-01-28,1083.6
248,2010-01-29,1083.0
249,2010-02-01,1104.3
250,2010-02-02,1117.4
251,2010-02-03,1111.4
252,2010-02-04,1062.4
253,2010-02-05,1052.2
254,2010-02-08,1065.7
255,2010-02-09,1076.7
256,2010-02-10,1075.8
257,2010-02-11,1094.2
258,2010-02-12,1089.5
259,2010-02-16,1119.3
260,2010-02-17,1119.5
261,2010-02-18,1118.0
262,2010-02-19,1121.3
263,2010-02-22,1112.6
264,2010-02-23,1102.7
265,2010-02-24,1097.2
266,2010-02-25,1108.5
267,2010-02-26,1118.9
268,2010-03-01,1118.3
269,2010-03-02,1137.4
270,2010-03-03,1143.3
271,2010-03-04,1133.1
272,2010-03-05,1135.2
273,2010-03-08,1124.0
274,2010-03-09,1122.3
275,2010-03-10,1108.1
276,2010-03-11,1108.2
277,2010-03-12,1101.7
278,2010-03-15,1105.4
279,2010-03-16,1122.5
280,2010-03-17,1124.2
281,2010-03-18,1127.5
282,2010-03-19,1107.6
283,2010-03-22,1099.5
284,2010-03-23,1103.7
285,2010-03-24,1088.8
286,2010-03-25,1092.9
287,2010-03-26,1104.3
288,2010-03-29,1111.5
289,2010-03-30,1105.7
290,2010-03-31,1114.5
291,2010-04-01,1126.1
292,2010-04-05,1133.8
293,2010-04-06,1136.0
294,2010-04-07,1153.0
295,2010-04-08,1152.9
296,2010-04-09,1161.9
297,2010-04-12,1162.2
298,2010-04-13,1153.4
299,2010-04-14,1159.6
300,2010-04-15,1160.3
301,2010-04-16,1136.9
302,2010-04-19,1135.8
303,2010-04-20,1139.2
304,2010-04-21,1148.8
305,2010-04-22,1142.9
306,2010-04-23,1153.7
307,2010-04-26,1154.0
308,2010-04-27,1162.2
309,2010-04-28,1171.8
310,2010-04-29,1168.8
311,2010-04-30,1180.7
312,2010-05-03,1183.3
313,2010-05-04,1169.2
314,2010-05-05,1175.0
315,2010-05-06,1197.3
316,2010-05-07,1210.4
317,2010-05-10,1200.8
318,2010-05-11,1220.3
319,2010-05-12,1243.1
320,2010-05-13,1229.2
321,2010-05-14,1227.8
322,2010-05-17,1228.1
323,2010-05-18,1214.6
324,2010-05-19,1193.1
325,2010-05-20,1188.6
326,2010-05-21,1176.1
327,2010-05-24,1194.0
328,2010-05-25,1198.0
329,2010-05-26,1215.3
330,2010-05-27,1214.4
331,2010-05-28,1215.0
332,2010-06-01,1226.9
333,2010-06-02,1222.6
334,2010-06-03,1210.0
335,2010-06-04,1217.7
336,2010-06-07,1240.8
337,2010-06-08,1245.6
338,2010-06-09,1229.9
339,2010-06-10,1222.2
340,2010-06-11,1230.2
341,2010-06-14,1224.5
342,2010-06-15,1234.4
343,2010-06-16,1230.5
344,2010-06-17,1248.7
345,2010-06-18,1258.3
346,2010-06-21,1240.7
347,2010-06-22,1240.8
348,2010-06-23,1234.8
349,2010-06-24,1245.9
350,2010-06-25,1256.2
351,2010-06-28,1238.6
352,2010-06-29,1242.4
353,2010-06-30,1245.9
354,2010-07-01,1206.7
355,2010-07-02,1207.7
356,2010-07-06,1195.1
357,2010-07-07,1198.9
358,2010-07-08,1196.1
359,2010-07-09,1209.8
360,2010-07-12,1198.7
361,2010-07-13,1213.5
362,2010-07-14,1207.0
363,2010-07-15,1208.3
364,2010-07-16,1188.2
365,2010-07-19,1181.9
366,2010-07-20,1191.7
367,2010-07-21,1191.8
368,2010-07-22,1195.6
369,2010-07-23,1187.8
370,2010-07-26,1183.1
371,2010-07-27,1158.0
372,2010-07-28,1160.4
373,2010-07-29,1169.8
374,2010-07-30,1182.4
375,2010-08-02,1184.1
376,2010-08-03,1186.1
377,2010-08-04,1194.5
378,2010-08-05,1197.9
379,2010-08-06,1204.1
380,2010-08-09,1201.4
381,2010-08-10,1196.8
382,2010-08-11,1198.0
383,2010-08-12,1215.4
384,2010-08-13,1215.4
385,2010-08-16,1225.0
386,2010-08-17,1227.0
387,2010-08-18,1230.1
388,2010-08-19,1234.2
389,2010-08-20,1227.6
390,2010-08-23,1227.3
391,2010-08-24,1232.2
392,2010-08-25,1239.9
393,2010-08-26,1236.4
394,2010-08-27,1236.6
395,2010-08-30,1238.0
396,2010-08-31,1249.0
397,2010-09-01,1246.8
398,2010-09-02,1252.1
399,2010-09-03,1249.8
400,2010-09-07,1257.9
401,2010-09-08,1256.1
402,2010-09-09,1249.4
403,2010-09-10,1245.0
404,2010-09-13,1245.6
405,2010-09-14,1270.2
406,2010-09-15,1267.1
407,2010-09-16,1272.2
408,2010-09-17,1420.5
409,2010-09-20,1424.0
410,2010-09-21,1415.1
411,2010-09-22,1427.5
412,2010-09-23,1434.3
413,2010-09-24,1438.6
414,2010-09-27,1435.0
415,2010-09-28,1442.7
416,2010-09-29,1446.1
417,2010-09-30,1479.0
418,2010-10-01,1338.0
419,2010-10-04,1336.2
420,2010-10-05,1359.9
421,2010-10-06,1366.4
422,2010-10-07,1353.0
423,2010-10-08,1362.7
424,2010-10-11,1372.5
425,2010-10-12,1365.1
426,2010-10-13,1389.5
427,2010-10-14,1396.7
428,2010-10-15,1390.7
429,2010-10-18,1390.7
430,2010-10-19,1353.7
431,2010-10-20,1361.7
432,2010-10-21,1342.6
433,2010-10-22,1342.3
434,2010-10-25,1356.5
435,2010-10-26,1357.3
436,2010-10-27,1341.4
437,2010-10-28,1360.5
438,2010-10-29,1375.5
439,2010-11-01,1368.4
440,2010-11-02,1487.5
441,2010-11-03,1465.6
442,2010-11-04,1506.1
443,2010-11-05,1526.4
444,2010-11-08,1535.5
445,2010-11-09,1553.3
446,2010-11-10,1546.5
447,2010-11-11,1553.4
448,2010-11-12,1512.2
449,2010-11-15,1518.1
450,2010-11-16,1494.4
451,2010-11-17,1487.4
452,2010-11-18,1509.4
453,2010-11-19,1507.3
454,2010-11-22,1509.4
455,2010-11-23,1524.6
456,2010-11-24,1530.4
457,2010-11-26,1517.8
458,2010-11-29,1520.7
459,2010-11-30,1409.1
460,2010-12-01,1411.4
461,2010-12-02,1412.4
462,2010-12-03,1428.0
463,2010-12-06,1437.3
464,2010-12-07,1431.1
465,2010-12-08,1406.3
466,2010-12-09,1416.4
467,2010-12-10,1408.9
468,2010-12-13,1422.0
469,2010-12-14,1428.7
470,2010-12-15,1411.2
471,2010-12-16,1396.1
472,2010-12-17,1403.2
473,2010-12-20,1409.7
474,2010-12-21,1412.6
475,2010-12-22,1411.3
476,2010-12-23,1404.4
477,2010-12-27,1407.1
478,2010-12-28,1430.3
479,2010-12-29,1437.7
480,2010-12-30,1429.5
481,2010-12-31,1443.9
482,2011-01-03,1445.4
483,2011-01-04,1399.6
484,2011-01-05,1395.8
485,2011-01-06,1394.0
486,2011-01-07,1390.1
487,2011-01-10,1395.7
488,2011-01-11,1406.1
489,2011-01-12,1407.7
490,2011-01-13,1408.5
491,2011-01-14,1381.5
492,2011-01-18,1389.3
493,2011-01-19,1390.9
494,2011-01-20,1366.0
495,2011-01-21,1360.6
496,2011-01-24,1363.6
497,2011-01-25,1350.8
498,2011-01-26,1333.7
499,2011-01-27,1339.7
500,2011-01-28,1361.4
501,2011-01-31,1354.1
502,2011-02-01,1360.1
503,2011-02-02,1351.3
504,2011-02-03,1373.0
505,2011-02-04,1369.9
506,2011-02-07,1369.5
507,2011-02-08,1363.7
508,2011-02-09,1365.1
509,2011-02-10,1362.1
510,2011-02-11,1360.0
511,2011-02-14,1364.7
512,2011-02-15,1373.7
513,2011-02-16,1374.7
514,2011-02-17,1384.8
515,2011-02-18,1388.3
516,2011-02-22,1400.6
517,2011-02-23,1433.7
518,2011-02-24,1434.5
519,2011-02-25,1427.9
520,2011-02-28,1409.3
521,2011-03-01,1446.4
522,2011-03-02,1453.1
523,2011-03-03,1432.5
524,2011-03-04,1443.7
525,2011-03-07,1449.3
526,2011-03-08,1442.3
527,2011-03-09,1444.5
528,2011-03-10,1426.9
529,2011-03-11,1435.9
530,2011-03-14,1438.5
531,2011-03-15,1405.8
532,2011-03-16,1409.1
533,2011-03-17,1417.7
534,2011-03-18,1429.7
535,2011-03-21,1440.5
536,2011-03-22,1442.1
537,2011-03-23,1452.7
538,2011-03-24,1449.7
539,2011-03-25,1441.4
540,2011-03-28,1435.5
541,2011-03-29,1435.9
542,2011-03-30,1442.7
543,2011-03-31,1457.2
544,2011-04-01,1446.5
545,2011-04-04,1449.8
546,2011-04-05,1469.9
547,2011-04-06,1476.0
548,2011-04-07,1476.5
549,2011-04-08,1491.7
550,2011-04-11,1485.4
551,2011-04-12,1470.1
552,2011-04-13,1471.5
553,2011-04-14,1488.1
554,2011-04-15,1501.1
555,2011-04-18,1507.2
556,2011-04-19,1509.0
557,2011-04-20,1513.0
558,2011-04-21,1518.1
559,2011-04-25,1523.7
560,2011-04-26,1517.5
561,2011-04-27,1527.8
562,2011-04-28,1541.6
563,2011-04-29,1567.0
564,2011-05-02,1567.7
565,2011-05-03,1551.0
566,2011-05-04,1525.5
567,2011-05-05,1491.1
568,2011-05-06,1501.2
569,2011-05-09,1513.2
570,2011-05-10,1527.3
571,2011-05-11,1511.5
572,2011-05-12,1516.9
573,2011-05-13,1503.4
574,2011-05-16,1500.3
575,2011-05-17,1489.5
576,2011-05-18,1505.8
577,2011-05-19,1502.0
578,2011-05-20,1518.4
579,2011-05-23,1524.9
580,2011-05-24,1532.9
581,2011-05-25,1536.5
582,2011-05-26,1532.3
583,2011-05-27,1545.9
584,2011-05-31,1545.4
585,2011-06-01,1551.7
586,2011-06-02,1541.2
587,2011-06-03,1550.7
588,2011-06-06,1555.5
589,2011-06-07,1552.1
590,2011-06-08,1546.5
591,2011-06-09,1550.6
592,2011-06-10,1537.2
593,2011-06-13,1523.5
594,2011-06-14,1532.4
595,2011-06-15,1534.3
596,2011-06-16,1538.4
597,2011-06-17,1547.6
598,2011-06-20,1550.7
599,2011-06-21,1554.9
600,2011-06-22,1561.9
601,2011-06-23,1528.8
602,2011-06-24,1509.3
603,2011-06-27,1505.1
604,2011-06-28,1509.1
605,2011-06-29,1519.3
606,2011-06-30,1511.6
607,2011-07-01,1491.6
608,2011-07-05,1521.3
609,2011-07-06,1537.7
610,2011-07-07,1539.2
611,2011-07-08,1542.3
612,2011-07-11,1549.9
613,2011-07-12,1563.1
614,2011-07-13,1586.1
615,2011-07-14,1589.8
616,2011-07-15,1590.6
617,2011-07-18,1602.9
618,2011-07-19,1601.6
619,2011-07-20,1597.5
620,2011-07-21,1587.7
621,2011-07-22,1602.2
622,2011-07-25,1612.9
623,2011-07-26,1617.5
624,2011-07-27,1615.6
625,2011-07-28,1614.2
626,2011-07-29,1629.1
627,2011-08-01,1619.7
628,2011-08-02,1642.3
629,2011-08-03,1663.9
630,2011-08-04,1656.5
631,2011-08-05,1649.1
632,2011-08-08,1720.6
633,2011-08-09,1750.7
634,2011-08-10,1791.7
635,2011-08-11,1759.2
636,2011-08-12,1750.5
637,2011-08-15,1765.8
638,2011-08-16,1792.8
639,2011-08-17,1801.4
640,2011-08-18,1829.7
641,2011-08-19,1859.9
642,2011-08-22,1899.5
643,2011-08-23,1868.8
644,2011-08-24,1764.4
645,2011-08-25,1769.9
646,2011-08-26,1803.7
647,2011-08-29,1798.2
648,2011-08-30,1836.1
649,2011-08-31,1838.1
650,2011-09-01,1835.6
651,2011-09-02,1883.9
652,2011-09-06,1880.7
653,2011-09-07,1824.8
654,2011-09-08,1864.8
655,2011-09-09,1867.7
656,2011-09-12,1821.7
657,2011-09-13,1838.9
658,2011-09-14,1835.1
659,2011-09-15,1789.3
660,2011-09-16,1822.2
661,2011-09-19,1786.3
662,2011-09-20,1816.6
663,2011-09-21,1815.3
664,2011-09-22,1748.8
665,2011-09-23,1646.3
666,2011-09-26,1601.0
667,2011-09-27,1659.0
668,2011-09-28,1624.8
669,2011-09-29,1624.2
670,2011-09-30,1629.1
671,2011-10-03,1664.6
672,2011-10-04,1623.0
673,2011-10-05,1648.4
674,2011-10-06,1660.1
675,2011-10-07,1642.7
676,2011-10-10,1677.9
677,2011-10-11,1668.0
678,2011-10-12,1689.6
679,2011-10-13,1675.2
680,2011-10-14,1689.8
681,2011-10-17,1683.4
682,2011-10-18,1659.4
683,2011-10-19,1653.7
684,2011-10-20,1619.5
685,2011-10-21,1642.8
686,2011-10-24,1659.1
687,2011-10-25,1707.2
688,2011-10-26,1730.5
689,2011-10-27,1754.9
690,2011-10-28,1754.3
691,2011-10-31,1732.2
692,2011-11-01,1719.0
693,2011-11-02,1737.0
694,2011-11-03,1772.7
695,2011-11-04,1763.8
696,2011-11-07,1799.0
697,2011-11-08,1807.2
698,2011-11-09,1799.6
699,2011-11-10,1767.5
700,2011-11-11,1796.3
701,2011-11-14,1786.6
702,2011-11-15,1790.6
703,2011-11-16,1783.1
704,2011-11-17,1729.5
705,2011-11-18,1734.7
706,2011-11-21,1688.6
707,2011-11-22,1712.9
708,2011-11-23,1706.5
709,2011-11-25,1696.4
710,2011-11-28,1722.6
711,2011-11-29,1726.5
712,2011-11-30,1757.6
713,2011-12-01,1747.4
714,2011-12-02,1759.4
715,2011-12-05,1742.4
716,2011-12-06,1739.6
717,2011-12-07,1752.5
718,2011-12-08,1720.8
719,2011-12-09,1724.2
720,2011-12-12,1674.9
721,2011-12-13,1669.6
722,2011-12-14,1592.9
723,2011-12-15,1583.2
724,2011-12-16,1604.1
725,2011-12-19,1603.1
726,2011-12-20,1624.2
727,2011-12-21,1620.3
728,2011-12-22,1617.5
729,2011-12-23,1613.1
730,2011-12-27,1602.6
731,2011-12-28,1571.0
732,2011-12-29,1547.6
733,2011-12-30,1573.8
734,2012-01-03,1607.8
735,2012-01-04,1620.4
736,2012-01-05,1627.9
737,2012-01-06,1624.5
738,2012-01-09,1615.7
739,2012-01-10,1639.6
740,2012-01-11,1647.9
741,2012-01-12,1656.1
742,2012-01-13,1638.9
743,2012-01-17,1663.7
744,2012-01-18,1668.1
745,2012-01-19,1662.5
746,2012-01-20,1672.1
747,2012-01-23,1686.6
748,2012-01-24,1672.6
749,2012-01-25,1708.4
750,2012-01-26,1735.3
751,2012-01-27,1740.9
752,2012-01-30,1739.9
753,2012-01-31,1745.8
754,2012-02-01,1754.8
755,2012-02-02,1764.6
756,2012-02-03,1745.5
757,2012-02-06,1730.1
758,2012-02-07,1753.7
759,2012-02-08,1736.6
760,2012-02-09,1746.6
761,2012-02-10,1730.7
762,2012-02-13,1730.3
763,2012-02-14,1722.9
764,2012-02-15,1733.4
765,2012-02-16,1733.7
766,2012-02-17,1731.3
767,2012-02-21,1764.1
768,2012-02-22,1776.8
769,2012-02-23,1792.0
770,2012-02-24,1782.0
771,2012-02-27,1780.4
772,2012-02-28,1793.9
773,2012-02-29,1716.6
774,2012-03-01,1727.6
775,2012-03-02,1715.2
776,2012-03-05,1709.3
777,2012-03-06,1677.5
778,2012-03-07,1689.4
779,2012-03-08,1704.1
780,2012-03-09,1716.9
781,2012-03-12,1705.0
782,2012-03-13,1699.3
783,2012-03-14,1647.7
784,2012-03-15,1664.2
785,2012-03-16,1660.5
786,2012-03-19,1672.1
787,2012-03-20,1651.7
788,2012-03-21,1655.0
789,2012-03-22,1647.2
790,2012-03-23,1667.3
791,2012-03-26,1690.6
792,2012-03-27,1690.1
793,2012-03-28,1662.9
794,2012-03-29,1657.2
795,2012-03-30,1674.3
796,2012-04-02,1682.2
797,2012-04-03,1674.4
798,2012-04-04,1616.4
799,2012-04-05,1632.4
800,2012-04-09,1646.3
801,2012-04-10,1663.0
802,2012-04-11,1662.6
803,2012-04-12,1682.8
804,2012-04-13,1662.4
805,2012-04-16,1651.9
806,2012-04-17,1653.3
807,2012-04-18,1641.8
808,2012-04-19,1643.6
809,2012-04-20,1645.0
810,2012-04-23,1634.8
811,2012-04-24,1646.0
812,2012-04-25,1644.6
813,2012-04-26,1662.9
814,2012-04-27,1667.2
815,2012-04-30,1666.5
816,2012-05-01,1664.7
817,2012-05-02,1656.3
818,2012-05-03,1637.0
819,2012-05-04,1647.4
820,2012-05-07,1641.4
821,2012-05-08,1604.0
822,2012-05-09,1593.7
823,2012-05-10,1597.8
824,2012-05-11,1586.3
825,2012-05-14,1563.2
826,2012-05-15,1559.3
827,2012-05-16,1538.7
828,2012-05-17,1577.1
829,2012-05-18,1594.2
830,2012-05-21,1591.0
831,2012-05-22,1578.8
832,2012-05-23,1550.6
833,2012-05-24,1559.8
834,2012-05-25,1571.2
835,2012-05-29,1551.0
836,2012-05-30,1565.7
837,2012-05-31,1564.2
838,2012-06-01,1622.1
839,2012-06-04,1613.9
840,2012-06-05,1616.9
841,2012-06-06,1634.2
842,2012-06-07,1588.0
843,2012-06-08,1591.4
844,2012-06-11,1596.8
845,2012-06-12,1613.8
846,2012-06-13,1619.4
847,2012-06-14,1619.6
848,2012-06-15,1628.1
849,2012-06-18,1627.0
850,2012-06-19,1623.2
851,2012-06-20,1615.8
852,2012-06-21,1565.5
853,2012-06-22,1566.9
854,2012-06-25,1588.4
855,2012-06-26,1574.9
856,2012-06-27,1578.4
857,2012-06-28,1550.4
858,2012-06-29,1604.2
859,2012-07-02,1597.7
860,2012-07-03,1621.8
861,2012-07-05,1609.4
862,2012-07-06,1578.9
863,2012-07-09,1589.1
864,2012-07-10,1579.8
865,2012-07-11,1575.7
866,2012-07-12,1565.3
867,2012-07-13,1592.0
868,2012-07-16,1591.6
869,2012-07-17,1589.5
870,2012-07-18,1570.8
871,2012-07-19,1580.4
872,2012-07-20,1582.8
873,2012-07-23,1577.4
874,2012-07-24,1576.2
875,2012-07-25,1608.1
876,2012-07-26,1615.1
877,2012-07-27,1618.0
878,2012-07-30,1619.7
879,2012-07-31,1612.4
880,2012-08-01,1605.1
881,2012-08-02,1588.6
882,2012-08-03,1607.1
883,2012-08-06,1614.1
884,2012-08-07,1610.7
885,2012-08-08,1613.9
886,2012-08-09,1618.1
887,2012-08-10,1620.7
888,2012-08-13,1610.6
889,2012-08-14,1600.4
890,2012-08-15,1604.6
891,2012-08-16,1617.1
892,2012-08-17,1617.3
893,2012-08-20,1620.9
894,2012-08-21,1640.7
895,2012-08-22,1638.3
896,2012-08-23,1670.6
897,2012-08-24,1670.7
898,2012-08-27,1673.3
899,2012-08-28,1667.4
900,2012-08-29,1660.7
901,2012-08-30,1654.8
902,2012-08-31,1685.3
903,2012-09-04,1693.6
904,2012-09-05,1691.6
905,2012-09-06,1703.2
906,2012-09-07,1738.0
907,2012-09-10,1729.2
908,2012-09-11,1732.3
909,2012-09-12,1731.1
910,2012-09-13,1769.5
911,2012-09-14,1770.1
912,2012-09-17,1768.0
913,2012-09-18,1768.7
914,2012-09-19,1769.3
915,2012-09-20,1767.8
916,2012-09-21,1775.6
917,2012-09-24,1762.2
918,2012-09-25,1763.9
919,2012-09-26,1755.7
920,2012-09-27,1782.6
921,2012-09-28,1776.1
922,2012-10-01,1785.5
923,2012-10-02,1777.7
924,2012-10-03,1781.9
925,2012-10-04,1798.6
926,2012-10-05,1782.9
927,2012-10-08,1777.8
928,2012-10-09,1767.1
929,2012-10-10,1767.2
930,2012-10-11,1772.7
931,2012-10-12,1761.8
932,2012-10-15,1739.7
933,2012-10-16,1748.4
934,2012-10-17,1755.2
935,2012-10-18,1746.9
936,2012-10-19,1726.1
937,2012-10-22,1728.4
938,2012-10-23,1711.5
939,2012-10-24,1703.7
940,2012-10-25,1715.0
941,2012-10-26,1714.0
942,2012-10-29,1710.8
943,2012-10-30,1714.3
944,2012-10-31,1721.3
945,2012-11-01,1717.7
946,2012-11-02,1677.3
947,2012-11-05,1685.4
948,2012-11-06,1717.2
949,2012-11-07,1716.2
950,2012-11-08,1728.3
951,2012-11-09,1733.2
952,2012-11-12,1733.2
953,2012-11-13,1727.1
954,2012-11-14,1732.5
955,2012-11-15,1716.1
956,2012-11-16,1716.9
957,2012-11-19,1736.7
958,2012-11-20,1725.9
959,2012-11-21,1730.6
960,2012-11-23,1753.8
961,2012-11-26,1752.0
962,2012-11-27,1744.8
963,2012-11-28,1718.8
964,2012-11-29,1729.5
965,2012-11-30,1712.7
966,2012-12-03,1721.1
967,2012-12-04,1695.8
968,2012-12-05,1693.8
969,2012-12-06,1701.8
970,2012-12-07,1705.5
971,2012-12-10,1714.4
972,2012-12-11,1709.6
973,2012-12-12,1717.9
974,2012-12-13,1696.8
975,2012-12-14,1697.0
976,2012-12-17,1698.2
977,2012-12-18,1670.7
978,2012-12-19,1667.7
979,2012-12-20,1645.9
980,2012-12-21,1660.1
981,2012-12-24,1659.5
982,2012-12-26,1660.7
983,2012-12-27,1663.7
984,2012-12-28,1655.9
985,2012-12-31,1675.8
986,2013-01-02,1688.8
987,2013-01-03,1674.6
988,2013-01-04,1648.9
989,2013-01-07,1646.3
990,2013-01-08,1662.2
991,2013-01-09,1655.5
992,2013-01-10,1678.0
993,2013-01-11,1660.6
994,2013-01-14,1669.4
995,2013-01-15,1683.9
996,2013-01-16,1683.2
997,2013-01-17,1690.8
998,2013-01-18,1687.0
999,2013-01-22,1693.2
1000,2013-01-23,1686.7
1001,2013-01-24,1669.9
1002,2013-01-25,1656.6
1003,2013-01-28,1652.9
1004,2013-01-29,1662.7
1005,2013-01-30,1681.6
1006,2013-01-31,1662.0
1007,2013-02-01,1670.6
1008,2013-02-04,1676.4
1009,2013-02-05,1673.5
1010,2013-02-06,1678.8
1011,2013-02-07,1671.3
1012,2013-02-08,1666.9
1013,2013-02-11,1649.1
1014,2013-02-12,1649.6
1015,2013-02-13,1645.1
1016,2013-02-14,1635.5
1017,2013-02-15,1609.5
1018,2013-02-19,1604.2
1019,2013-02-20,1578.0
1020,2013-02-21,1578.6
1021,2013-02-22,1572.8
1022,2013-02-25,1586.6
1023,2013-02-26,1615.5
1024,2013-02-27,1595.7
1025,2013-02-28,1578.1
1026,2013-03-01,1572.3
1027,2013-03-04,1572.4
1028,2013-03-05,1574.9
1029,2013-03-06,1574.9
1030,2013-03-07,1575.1
1031,2013-03-08,1576.9
1032,2013-03-11,1578.0
1033,2013-03-12,1591.7
1034,2013-03-13,1588.4
1035,2013-03-14,1590.7
1036,2013-03-15,1592.6
1037,2013-03-18,1604.6
1038,2013-03-19,1611.3
1039,2013-03-20,1607.5
